ground_truth
"{'id': '56be4db0acb8001400a502ec', 'answers': {'text': ['Denver Broncos', 'Denver Broncos', 'Denver Broncos'], 'answer_start': [177, 177, 177]}}"
"{'id': '56be572b3aeaaa14008c9052', 'answers': {'text': ['John Fox', 'John Fox', 'Fox'], 'answer_start': [636, 636, 641]}}"
"{'id': '56beb2a03aeaaa14008c922f', 'answers': {'text': ['ten', 'ten', 'six'], 'answer_start': [138, 138, 219]}}"
"{'id': '56beb2a03aeaaa14008c9230', 'answers': {'text': ['six', 'six', 'six'], 'answer_start': [219, 219, 219]}}"
"{'id': '56beb2a03aeaaa14008c9231', 'answers': {'text': ['Carolina Panthers', 'The Carolina Panthers', 'Panthers'], 'answer_start': [101, 97, 110]}}"
"{'id': '56beb2a03aeaaa14008c9232', 'answers': {'text': ['Super Bowl XLVIII', 'Super Bowl XLVIII', 'XLVIII'], 'answer_start': [444, 444, 455]}}"
"{'id': '56beb2a03aeaaa14008c9233', 'answers': {'text': ['John Fox', 'John Fox', 'Fox'], 'answer_start': [636, 636, 641]}}"
"{'id': '56bf28c73aeaaa14008c9539', 'answers': {'text': ['eight', 'eight', 'eight'], 'answer_start': [324, 324, 324]}}"
"{'id': '56bf28c73aeaaa14008c953a', 'answers': {'text': ['ten', 'ten', 'ten'], 'answer_start': [138, 138, 138]}}"
"{'id': '56bf28c73aeaaa14008c953c', 'answers': {'text': ['Super Bowl XXXVIII', 'Super Bowl XXXVIII', 'XXXVIII'], 'answer_start': [573, 573, 584]}}"
"{'id': '56bf28c73aeaaa14008c953d', 'answers': {'text': ['six', 'ten', 'ten'], 'answer_start': [219, 138, 138]}}"
"{'id': '56d6f1190d65d21400198272', 'answers': {'text': ['number one', 'number one', 'one'], 'answer_start': [35, 35, 42]}}"
"{'id': '56d6f1190d65d21400198273', 'answers': {'text': ['number one', 'number one', 'one'], 'answer_start': [35, 35, 42]}}"
"{'id': '56d6f1190d65d21400198274', 'answers': {'text': ['Super Bowl XLVIII', 'Super Bowl XLVIII', 'Super Bowl XLVIII'], 'answer_start': [444, 444, 444]}}"
"{'id': '56d6f1190d65d21400198275', 'answers': {'text': ['Super Bowl XXXVIII.', 'Super Bowl XXXVIII', 'Super Bowl XXXVIII'], 'answer_start': [573, 573, 573]}}"
"{'id': '56d6f1190d65d21400198276', 'answers': {'text': ['six', 'ten', 'ten'], 'answer_start': [219, 138, 138]}}"
"{'id': '56d99179dc89441400fdb56c', 'answers': {'text': ['one', '1', '1'], 'answer_start': [42, 251, 251]}}"
"{'id': '56d99179dc89441400fdb56d', 'answers': {'text': ['four', 'four', 'four'], 'answer_start': [300, 300, 300]}}"
"{'id': '56d99179dc89441400fdb570', 'answers': {'text': ['John Fox', 'John Fox', 'John Fox'], 'answer_start': [636, 636, 636]}}"
"{'id': '56be59683aeaaa14008c9058', 'answers': {'text': ['DeAngelo Williams', 'DeAngelo Williams', 'Williams'], 'answer_start': [38, 38, 47]}}"
"{'id': '56be59683aeaaa14008c9059', 'answers': {'text': ['Kelvin Benjamin', 'Kelvin Benjamin', 'Benjamin'], 'answer_start': [85, 85, 92]}}"
"{'id': '56be59683aeaaa14008c905a', 'answers': {'text': ['7', 'seventh', 'seventh'], 'answer_start': [326, 220, 220]}}"
"{'id': '56beb3083aeaaa14008c923d', 'answers': {'text': ['1978', '1978', '1978'], 'answer_start': [324, 324, 324]}}"
"{'id': '56beb3083aeaaa14008c923e', 'answers': {'text': ['Carolina Panthers', 'the Panthers', 'Carolina'], 'answer_start': [137, 695, 330]}}"
"{'id': '56beb3083aeaaa14008c923f', 'answers': {'text': ['Ten', 'Ten', 'Ten'], 'answer_start': [807, 807, 807]}}"
"{'id': '56beb3083aeaaa14008c9240', 'answers': {'text': ['eight', 'eight', 'eight'], 'answer_start': [892, 892, 892]}}"
"{'id': '56beb3083aeaaa14008c9241', 'answers': {'text': ['Kelvin Benjamin', 'Kelvin Benjamin', 'Benjamin'], 'answer_start': [85, 85, 92]}}"
"{'id': '56bf2afe3aeaaa14008c9543', 'answers': {'text': ['1978', '1978', '1978'], 'answer_start': [324, 324, 324]}}"
"{'id': '56bf2afe3aeaaa14008c9544', 'answers': {'text': ['2009', '2009', '2009'], 'answer_start': [591, 591, 591]}}"
"{'id': '56bf2afe3aeaaa14008c9545', 'answers': {'text': ['2011', '2011', '2011'], 'answer_start': [623, 623, 623]}}"
"{'id': '56bf2afe3aeaaa14008c9547', 'answers': {'text': ['torn ACL', 'a torn ACL', 'torn ACL'], 'answer_start': [106, 104, 106]}}"
"{'id': '56d6f2000d65d2140019827c', 'answers': {'text': ['Kelvin Benjamin', 'Kelvin Benjamin', 'Benjamin'], 'answer_start': [85, 85, 92]}}"
"{'id': '56d6f2000d65d2140019827d', 'answers': {'text': ['DeAngelo Williams', 'DeAngelo Williams', 'Williams'], 'answer_start': [38, 38, 47]}}"
"{'id': '56d6f2000d65d2140019827e', 'answers': {'text': ['1978', '1978', '1978'], 'answer_start': [324, 324, 324]}}"
"{'id': '56d6f2000d65d2140019827f', 'answers': {'text': ['Ten', 'Ten', 'Ten'], 'answer_start': [807, 807, 807]}}"
"{'id': '56d9943fdc89441400fdb576', 'answers': {'text': ['Carolina Panthers', 'the Panthers', 'Carolina'], 'answer_start': [137, 695, 330]}}"
"{'id': '56d9943fdc89441400fdb577', 'answers': {'text': ['1978.', '1978', '1978'], 'answer_start': [324, 324, 324]}}"
"{'id': '56d9943fdc89441400fdb578', 'answers': {'text': ['Carolina Panthers', 'the Panthers', 'Carolina'], 'answer_start': [137, 695, 330]}}"
"{'id': '56d9943fdc89441400fdb57a', 'answers': {'text': ['Ten', 'Ten', 'Ten'], 'answer_start': [807, 807, 807]}}"
"{'id': '56beb3a03aeaaa14008c9247', 'answers': {'text': ['six', 'six', 'six'], 'answer_start': [98, 98, 98]}}"
"{'id': '56beb3a03aeaaa14008c9248', 'answers': {'text': ['45', '45', '45'], 'answer_start': [279, 279, 279]}}"
"{'id': '56beb3a03aeaaa14008c9249', 'answers': {'text': ['10', '10', '10'], 'answer_start': [312, 338, 338]}}"
"{'id': '56beb3a03aeaaa14008c924a', 'answers': {'text': ['27', '27', '27'], 'answer_start': [659, 659, 659]}}"
"{'id': '56beb3a03aeaaa14008c924b', 'answers': {'text': ['Greg Olsen', 'Greg Olsen', 'Olsen'], 'answer_start': [444, 444, 449]}}"
"{'id': '56bf6b303aeaaa14008c960b', 'answers': {'text': ['45', '45', '45'], 'answer_start': [279, 279, 279]}}"
"{'id': '56bf6b303aeaaa14008c960c', 'answers': {'text': ['99.4', '99.4', '99.4.'], 'answer_start': [396, 396, 396]}}"
"{'id': '56bf6b303aeaaa14008c960d', 'answers': {'text': ['77 passes', '77', '77'], 'answer_start': [481, 481, 481]}}"
"{'id': '56bf6b303aeaaa14008c960e', 'answers': {'text': ['receivers', 'receivers', 'receivers'], 'answer_start': [419, 693, 693]}}"
"{'id': '56bf6b303aeaaa14008c960f', 'answers': {'text': ['Jonathan Stewart', 'Jonathan Stewart', 'Jonathan Stewart'], 'answer_start': [964, 964, 964]}}"
"{'id': '56d6f2960d65d21400198286', 'answers': {'text': ['six', 'six', 'six'], 'answer_start': [98, 98, 98]}}"
"{'id': '56d6f2960d65d21400198287', 'answers': {'text': ['Cam Newton', 'Cam Newton', 'Cam Newton'], 'answer_start': [144, 144, 144]}}"
"{'id': '56d6f2960d65d21400198288', 'answers': {'text': ['3,837', '3,837', '3,837'], 'answer_start': [197, 197, 197]}}"
"{'id': '56d6f2960d65d21400198289', 'answers': {'text': ['45', '45', '45'], 'answer_start': [279, 279, 279]}}"
"{'id': '56d6f2960d65d2140019828a', 'answers': {'text': ['six', 'six', 'six'], 'answer_start': [98, 1026, 1026]}}"
"{'id': '56d997cddc89441400fdb586', 'answers': {'text': ['500', '500', '500'], 'answer_start': [52, 52, 52]}}"
"{'id': '56d997cddc89441400fdb587', 'answers': {'text': ['3,837', '3,837', '3,837'], 'answer_start': [197, 197, 197]}}"
"{'id': '56d997cddc89441400fdb588', 'answers': {'text': ['45', '45', '45'], 'answer_start': [279, 279, 279]}}"
"{'id': '56d997cddc89441400fdb589', 'answers': {'text': ['99.4.', '99.4', '99.4.'], 'answer_start': [396, 396, 396]}}"
"{'id': '56d997cddc89441400fdb58a', 'answers': {'text': ['39', '39', '39'], 'answer_start': [588, 739, 739]}}"
"{'id': '56beb4343aeaaa14008c925b', 'answers': {'text': ['308', '308', '308'], 'answer_start': [34, 34, 34]}}"
"{'id': '56beb4343aeaaa14008c925c', 'answers': {'text': ['136', '136', '136'], 'answer_start': [470, 470, 470]}}"
"{'id': '56beb4343aeaaa14008c925d', 'answers': {'text': ['118', '118', '118'], 'answer_start': [789, 789, 789]}}"
"{'id': '56beb4343aeaaa14008c925e', 'answers': {'text': ['four', 'four', 'four'], 'answer_start': [140, 1104, 1104]}}"
"{'id': '56beb4343aeaaa14008c925f', 'answers': {'text': ['Kawann Short', 'Kawann Short', 'Short'], 'answer_start': [192, 192, 199]}}"
"{'id': '56d6f3500d65d21400198290', 'answers': {'text': ['24', '24', '24'], 'answer_start': [124, 124, 124]}}"
"{'id': '56d6f3500d65d21400198291', 'answers': {'text': ['Kawann Short', 'Kawann Short', 'Short'], 'answer_start': [192, 192, 199]}}"
"{'id': '56d6f3500d65d21400198292', 'answers': {'text': ['four', 'four', 'four'], 'answer_start': [140, 140, 140]}}"
"{'id': '56d6f3500d65d21400198293', 'answers': {'text': ['four', '5½', 'four'], 'answer_start': [140, 695, 705]}}"
"{'id': '56d6f3500d65d21400198294', 'answers': {'text': ['Kurt Coleman', 'Kurt Coleman', 'Coleman'], 'answer_start': [900, 900, 905]}}"
"{'id': '56d9992fdc89441400fdb59c', 'answers': {'text': ['24', '24', '24'], 'answer_start': [124, 124, 124]}}"
"{'id': '56d9992fdc89441400fdb59e', 'answers': {'text': ['Kony Ealy', 'Kony Ealy'], 'answer_start': [500, 500]}}"
"{'id': '56d9992fdc89441400fdb59f', 'answers': {'text': ['Luke Kuechly.', 'Luke Kuechly', 'Short'], 'answer_start': [666, 666, 199]}}"
"{'id': '56d9992fdc89441400fdb5a0', 'answers': {'text': ['two.', 'two', '24'], 'answer_start': [284, 1124, 124]}}"
"{'id': '56beb4e43aeaaa14008c9265', 'answers': {'text': ['Gary Kubiak', 'Gary Kubiak', 'Kubiak'], 'answer_start': [291, 291, 332]}}"
"{'id': '56beb4e43aeaaa14008c9266', 'answers': {'text': ['Brock Osweiler', 'Brock Osweiler', 'Osweiler'], 'answer_start': [1157, 1157, 1163]}}"
"{'id': '56beb4e43aeaaa14008c9267', 'answers': {'text': ['Indianapolis Colts', 'the Indianapolis Colts', 'Colts'], 'answer_start': [641, 637, 654]}}"
"{'id': '56beb4e43aeaaa14008c9268', 'answers': {'text': ['San Diego Chargers', 'San Diego Chargers', 'Chargers'], 'answer_start': [1404, 1404, 1414]}}"
"{'id': '56beb4e43aeaaa14008c9269', 'answers': {'text': ['Wade Phillips', 'Wade Phillips', 'Phillips'], 'answer_start': [1640, 1640, 1645]}}"
"{'id': '56bf301c3aeaaa14008c954d', 'answers': {'text': ['four', 'four', 'four'], 'answer_start': [201, 238, 238]}}"
"{'id': '56bf301c3aeaaa14008c954e', 'answers': {'text': ['Gary Kubiak', 'Gary Kubiak', 'Kubiak'], 'answer_start': [291, 291, 332]}}"
"{'id': '56bf301c3aeaaa14008c954f', 'answers': {'text': ['Indianapolis Colts', 'the Indianapolis Colts', '1998'], 'answer_start': [641, 637, 663]}}"
"{'id': '56bf301c3aeaaa14008c9550', 'answers': {'text': ['39', '39', '39'], 'answer_start': [817, 817, 817]}}"
"{'id': '56bf301c3aeaaa14008c9551', 'answers': {'text': ['plantar fasciitis', 'a partial tear of the plantar fasciitis'], 'answer_start': [678, 946]}}"
"{'id': '56d6f4030d65d2140019829a', 'answers': {'text': ['Gary Kubiak', 'Gary Kubiak', 'Kubiak'], 'answer_start': [291, 291, 332]}}"
"{'id': '56d6f4030d65d2140019829b', 'answers': {'text': ['Peyton Manning', 'Peyton Manning', 'Manning'], 'answer_start': [442, 442, 566]}}"
"{'id': '56d6f4030d65d2140019829c', 'answers': {'text': ['a plantar fasciitis injury', 'a plantar fasciitis injury', 'plantar fasciitis'], 'answer_start': [676, 676, 678]}}"
"{'id': '56d6f4030d65d2140019829d', 'answers': {'text': ['39', '39', '39'], 'answer_start': [817, 817, 817]}}"
"{'id': '56d6f4030d65d2140019829e', 'answers': {'text': ['four', '4', '4'], 'answer_start': [201, 1991, 1991]}}"
"{'id': '56d99b7bdc89441400fdb5c8', 'answers': {'text': ['John Fox', 'John Fox', 'Fox'], 'answer_start': [179, 179, 184]}}"
"{'id': '56d99b7bdc89441400fdb5c9', 'answers': {'text': ['Peyton Manning', 'Peyton Manning', 'Manning'], 'answer_start': [442, 442, 566]}}"
"{'id': '56d99b7bdc89441400fdb5ca', 'answers': {'text': ['Gary Kubiak', 'Gary Kubiak', 'Kubiak'], 'answer_start': [291, 291, 296]}}"
"{'id': '56d99b7bdc89441400fdb5cb', 'answers': {'text': ['left foot.', 'left', 'left'], 'answer_start': [993, 993, 993]}}"
"{'id': '56d99b7bdc89441400fdb5cc', 'answers': {'text': ['Wade Phillips', 'Wade Phillips', 'Phillips'], 'answer_start': [1640, 1640, 1645]}}"
"{'id': '56beb57b3aeaaa14008c9279', 'answers': {'text': ['67.9', '67.9', '67.9'], 'answer_start': [44, 44, 44]}}"
"{'id': '56beb57b3aeaaa14008c927a', 'answers': {'text': ['17', '17', '17'], 'answer_start': [115, 115, 115]}}"
"{'id': '56beb57b3aeaaa14008c927b', 'answers': {'text': ['Demaryius Thomas', 'Demaryius Thomas', 'Thomas'], 'answer_start': [253, 253, 263]}}"
"{'id': '56beb57b3aeaaa14008c927c', 'answers': {'text': ['C. J. Anderson', 'C. J. Anderson', 'Anderson'], 'answer_start': [572, 572, 578]}}"
"{'id': '56beb57b3aeaaa14008c927d', 'answers': {'text': ['10', '10', '10'], 'answer_start': [178, 178, 178]}}"
"{'id': '56bf38383aeaaa14008c956b', 'answers': {'text': ['67.9', '67.9', '67.9'], 'answer_start': [44, 44, 44]}}"
"{'id': '56bf38383aeaaa14008c956c', 'answers': {'text': ['2,249', '2,249', '2,249'], 'answer_start': [77, 77, 77]}}"
"{'id': '56bf38383aeaaa14008c956d', 'answers': {'text': ['nine', '17', 'career-low 67.9 passer rating,'], 'answer_start': [93, 115, 33]}}"
"{'id': '56bf38383aeaaa14008c956e', 'answers': {'text': ['Demaryius Thomas', 'Demaryius Thomas', 'Thomas'], 'answer_start': [253, 253, 263]}}"
"{'id': '56bf38383aeaaa14008c956f', 'answers': {'text': ['receiver', 'receiver', 'Thomas'], 'answer_start': [244, 244, 263]}}"
"{'id': '56d6fe0b0d65d214001982a4', 'answers': {'text': ['67.9', '67.9', '67.9'], 'answer_start': [44, 44, 44]}}"
"{'id': '56d6fe0b0d65d214001982a5', 'answers': {'text': ['17', '17', '17'], 'answer_start': [115, 115, 115]}}"
"{'id': '56d6fe0b0d65d214001982a6', 'answers': {'text': ['Demaryius Thomas', 'Demaryius Thomas', 'Thomas'], 'answer_start': [253, 253, 263]}}"
"{'id': '56d6fe0b0d65d214001982a7', 'answers': {'text': ['5', 'five', 'five'], 'answer_start': [290, 761, 761]}}"
"{'id': '56d99c44dc89441400fdb5d6', 'answers': {'text': ['67.9', '67.9', '67.9'], 'answer_start': [44, 44, 44]}}"
"{'id': '56d99c44dc89441400fdb5d7', 'answers': {'text': ['17', '17', '17'], 'answer_start': [115, 115, 115]}}"
"{'id': '56d99c44dc89441400fdb5d8', 'answers': {'text': ['Emmanuel Sanders', 'Emmanuel Sanders', 'Sanders'], 'answer_start': [345, 345, 354]}}"
"{'id': '56d99c44dc89441400fdb5d9', 'answers': {'text': ['C. J. Anderson', 'C. J. Anderson', 'Anderson'], 'answer_start': [572, 572, 578]}}"
"{'id': '56d99c44dc89441400fdb5da', 'answers': {'text': ['4.7', '4.7', '4.7'], 'answer_start': [799, 799, 799]}}"
"{'id': '56beb6533aeaaa14008c928d', 'answers': {'text': ['4,530', '4,530', '4,530'], 'answer_start': [60, 60, 60]}}"
"{'id': '56beb6533aeaaa14008c928e', 'answers': {'text': ['5½', '5½', '5½'], 'answer_start': [198, 198, 198]}}"
"{'id': '56beb6533aeaaa14008c9290', 'answers': {'text': ['Brandon Marshall', 'Brandon Marshall', 'Marshall'], 'answer_start': [458, 458, 466]}}"
"{'id': '56beb6533aeaaa14008c9291', 'answers': {'text': ['three', 'three', 'three'], 'answer_start': [302, 585, 585]}}"
"{'id': '56bf3e803aeaaa14008c9588', 'answers': {'text': ['Linebacker', 'Linebacker', 'Linebacker'], 'answer_start': [309, 309, 309]}}"
"{'id': '56bf3e803aeaaa14008c9589', 'answers': {'text': ['Linebacker', 'Linebacker', 'Linebacker'], 'answer_start': [309, 447, 447]}}"
"{'id': '56bf3e803aeaaa14008c958b', 'answers': {'text': ['Defensive ends', 'Defensive ends', 'Defensive ends'], 'answer_start': [144, 144, 144]}}"
"{'id': '56d6fea90d65d214001982ae', 'answers': {'text': ['296', '296', '296'], 'answer_start': [138, 138, 138]}}"
"{'id': '56d6fea90d65d214001982af', 'answers': {'text': ['Von Miller', 'Von Miller', 'Miller'], 'answer_start': [228, 228, 232]}}"
"{'id': '56d6fea90d65d214001982b0', 'answers': {'text': ['Brandon Marshall', 'Brandon Marshall', 'Marshall'], 'answer_start': [458, 458, 466]}}"
"{'id': '56d6fea90d65d214001982b2', 'answers': {'text': ['three.', 'three', 'three'], 'answer_start': [302, 585, 585]}}"
"{'id': '56d99da8dc89441400fdb5fd', 'answers': {'text': ['Von Miller', 'Von Miller', 'Miller'], 'answer_start': [228, 228, 232]}}"
"{'id': '56d99da8dc89441400fdb5ff', 'answers': {'text': ['Linebacker Brandon Marshall', 'Brandon Marshall', 'Marshall'], 'answer_start': [447, 458, 466]}}"
"{'id': '56d99da8dc89441400fdb600', 'answers': {'text': ['Derek Wolfe and Malik Jackson', 'Derek Wolfe and Malik Jackson'], 'answer_start': [159, 159]}}"
"{'id': '56beb6f23aeaaa14008c92a1', 'answers': {'text': ['Seattle Seahawks', 'the Seattle Seahawks', 'Seahawks'], 'answer_start': [22, 18, 30]}}"
"{'id': '56beb6f23aeaaa14008c92a2', 'answers': {'text': ['Arizona Cardinals', 'Arizona Cardinals', 'Cardinals'], 'answer_start': [249, 249, 257]}}"
"{'id': '56beb6f23aeaaa14008c92a3', 'answers': {'text': ['487', '487', '487'], 'answer_start': [315, 315, 315]}}"
"{'id': '56beb6f23aeaaa14008c92a4', 'answers': {'text': ['seven', 'seven', 'seven'], 'answer_start': [337, 337, 337]}}"
"{'id': '56beb6f23aeaaa14008c92a5', 'answers': {'text': ['31–24', '31–24', '31–24'], 'answer_start': [163, 163, 163]}}"
"{'id': '56bf34293aeaaa14008c9559', 'answers': {'text': ['Seattle Seahawks', 'the Seattle Seahawks', 'Seahawks'], 'answer_start': [22, 18, 30]}}"
"{'id': '56bf34293aeaaa14008c955a', 'answers': {'text': ['31–24', '31–24', '31–24,'], 'answer_start': [163, 163, 163]}}"
"{'id': '56bf34293aeaaa14008c955b', 'answers': {'text': ['487', '487', '487'], 'answer_start': [315, 315, 315]}}"
"{'id': '56d701280d65d214001982b8', 'answers': {'text': ['Seattle Seahawks', 'the Seattle Seahawks', 'Seahawks'], 'answer_start': [22, 18, 30]}}"
"{'id': '56d701280d65d214001982ba', 'answers': {'text': ['Arizona Cardinals', 'the Arizona Cardinals', 'Cardinals'], 'answer_start': [249, 245, 257]}}"
"{'id': '56d701280d65d214001982bc', 'answers': {'text': ['seven', 'seven', 'seven'], 'answer_start': [337, 337, 337]}}"
"{'id': '56d99e78dc89441400fdb616', 'answers': {'text': ['Seattle Seahawks', 'the Seattle Seahawks', 'Seahawks'], 'answer_start': [22, 18, 30]}}"
"{'id': '56d99e78dc89441400fdb618', 'answers': {'text': ['49–15', '49–15', '49–15,'], 'answer_start': [297, 297, 297]}}"
"{'id': '56d99e78dc89441400fdb619', 'answers': {'text': ['Arizona Cardinals', 'the Seattle Seahawks', 'Cardinals'], 'answer_start': [249, 18, 257]}}"
"{'id': '56d99e78dc89441400fdb61a', 'answers': {'text': ['487', '487'], 'answer_start': [315, 315]}}"
"{'id': '56beb7953aeaaa14008c92ab', 'answers': {'text': ['Pittsburgh Steelers', 'the Pittsburgh Steelers', 'Steelers'], 'answer_start': [25, 21, 36]}}"
"{'id': '56beb7953aeaaa14008c92ac', 'answers': {'text': ['11', '11', '11'], 'answer_start': [88, 88, 88]}}"
"{'id': '56beb7953aeaaa14008c92ad', 'answers': {'text': ['New England Patriots', 'New England Patriots', 'Patriots'], 'answer_start': [192, 192, 204]}}"
"{'id': '56beb7953aeaaa14008c92ae', 'answers': {'text': ['20–18', '20–18', '20–18,'], 'answer_start': [243, 243, 243]}}"
"{'id': '56beb7953aeaaa14008c92af', 'answers': {'text': ['17 seconds', '17 seconds', '17'], 'answer_start': [322, 322, 322]}}"
"{'id': '56bf36b93aeaaa14008c9561', 'answers': {'text': ['Broncos', 'The Broncos', 'Broncos'], 'answer_start': [4, 0, 4]}}"
"{'id': '56bf36b93aeaaa14008c9562', 'answers': {'text': ['23–16', '23–16', ', 23–16,'], 'answer_start': [70, 70, 68]}}"
"{'id': '56bf36b93aeaaa14008c9563', 'answers': {'text': ['New England Patriots', 'New England Patriots', 'Patriots'], 'answer_start': [192, 192, 204]}}"
"{'id': '56bf36b93aeaaa14008c9564', 'answers': {'text': ['17', '17 seconds', '17'], 'answer_start': [322, 322, 322]}}"
"{'id': '56bf36b93aeaaa14008c9565', 'answers': {'text': ['Manning', 'Manning'], 'answer_start': [360, 360]}}"
"{'id': '56d7018a0d65d214001982c2', 'answers': {'text': ['Pittsburgh Steelers', 'the Pittsburgh Steelers', 'Steelers'], 'answer_start': [25, 21, 36]}}"
"{'id': '56d7018a0d65d214001982c3', 'answers': {'text': ['11', '11', '11'], 'answer_start': [88, 88, 88]}}"
"{'id': '56d7018a0d65d214001982c5', 'answers': {'text': ['New England Patriots', 'New England Patriots', 'Patriots'], 'answer_start': [192, 192, 204]}}"
"{'id': '56d99f99dc89441400fdb628', 'answers': {'text': ['Pittsburgh Steelers', 'Pittsburgh Steelers', 'Steelers'], 'answer_start': [25, 25, 36]}}"
"{'id': '56d99f99dc89441400fdb629', 'answers': {'text': ['New England Patriots', 'New England Patriots', 'Patriots'], 'answer_start': [192, 192, 204]}}"
"{'id': '56d99f99dc89441400fdb62c', 'answers': {'text': ['17', '17', '17'], 'answer_start': [322, 322, 322]}}"
"{'id': '56beb7fd3aeaaa14008c92b5', 'answers': {'text': ['Thomas Davis', 'Thomas Davis,', 'Davis'], 'answer_start': [39, 39, 46]}}"
